,year,schoolcode,dropout,districtcode,countycode,lowincome,white,black,hispanic,state,totalenrolled,schoolmode,virtualper,schoolmode,hybridper,charter
286,2019,60401040006nyc,2.0,604010nyc,604nyc,58,94,1,3,nyc,251,0.0,0.0,0.0,0.0,0
287,2021,60401040006nyc,0.0,604010nyc,604nyc,57,93,2,2,nyc,260,0.46,0.0,0.46,0.92,0
289,2017,60503040001nyc,1.0,605030nyc,605nyc,44,97,0,1,nyc,307,0.0,0.0,0.0,0.0,0
290,2018,60503040001nyc,0.0,605030nyc,605nyc,46,94,0,3,nyc,295,0.0,0.0,0.0,0.0,0
291,2019,60503040001nyc,2.0,605030nyc,605nyc,44,95,0,2,nyc,265,0.0,0.0,0.0,0.0,0
292,2021,60503040001nyc,3.0,605030nyc,605nyc,44,96,0,2,nyc,259,0.0,0.0,0.0,0.0,0
294,2017,60601040003nyc,4.0,606010nyc,606nyc,57,96,0,2,nyc,172,0.0,0.0,0.0,0.0,0
295,2018,60601040003nyc,5.0,606010nyc,606nyc,59,95,0,2,nyc,153,0.0,0.0,0.0,0.0,0
296,2019,60601040003nyc,18.0,606010nyc,606nyc,60,92,0,4,nyc,140,0.0,0.0,0.0,0.0,0
297,2021,60601040003nyc,13.0,606010nyc,606nyc,59,92,0,3,nyc,150,0.46,0.0,0.46,0.92,0
299,2017,60701040003nyc,0.0,607010nyc,607nyc,51,94,1,1,nyc,135,0.0,0.0,0.0,0.0,0
300,2018,60701040003nyc,0.0,607010nyc,607nyc,52,92,1,3,nyc,137,0.0,0.0,0.0,0.0,0
301,2019,60701040003nyc,0.0,607010nyc,607nyc,50,91,1,3,nyc,134,0.0,0.0,0.0,0.0,0
302,2021,60701040003nyc,8.0,607010nyc,607nyc,37,92,1,2,nyc,122,0.0,0.0,0.0,0.0,0
304,2017,60800010009nyc,14.0,608000nyc,608nyc,68,39,10,49,nyc,585,0.0,0.0,0.0,0.0,0
305,2018,60800010009nyc,19.0,608000nyc,608nyc,63,40,8,50,nyc,579,0.0,0.0,0.0,0.0,0
306,2019,60800010009nyc,18.0,608000nyc,608nyc,65,40,7,50,nyc,589,0.0,0.0,0.0,0.0,0
307,2021,60800010009nyc,7.0,608000nyc,608nyc,68,41,4,51,nyc,569,0.88,0.84,0.88,0.08,0
309,2017,61001040005nyc,0.0,610010nyc,610nyc,30,96,1,1,nyc,235,0.0,0.0,0.0,0.0,0
310,2018,61001040005nyc,7.0,610010nyc,610nyc,30,96,1,1,nyc,238,0.0,0.0,0.0,0.0,0
311,2019,61001040005nyc,0.0,610010nyc,610nyc,28,96,1,2,nyc,227,0.0,0.0,0.0,0.0,0
312,2021,61001040005nyc,2.0,610010nyc,610nyc,28,97,0,1,nyc,216,0.48,0.04,0.48,0.88,0
314,2017,61101040007nyc,5.0,611010nyc,611nyc,50,95,2,3,nyc,330,0.0,0.0,0.0,0.0,0
315,2018,61101040007nyc,3.0,611010nyc,611nyc,48,95,2,3,nyc,332,0.0,0.0,0.0,0.0,0
316,2019,61101040007nyc,5.0,611010nyc,611nyc,49,94,2,3,nyc,361,0.0,0.0,0.0,0.0,0
317,2021,61101040007nyc,5.0,611010nyc,611nyc,48,93,2,4,nyc,368,0.26,0.0,0.26,0.52,0
319,2017,61501040001nyc,7.0,615010nyc,615nyc,54,77,1,7,nyc,312,0.0,0.0,0.0,0.0,0
320,2018,61501040001nyc,8.0,615010nyc,615nyc,51,79,1,8,nyc,292,0.0,0.0,0.0,0.0,0
321,2019,61501040001nyc,3.0,615010nyc,615nyc,57,75,1,8,nyc,304,0.0,0.0,0.0,0.0,0
322,2021,61501040001nyc,7.0,615010nyc,615nyc,50,73,1,11,nyc,301,0.46,0.0,0.46,0.92,0
324,2017,61503040003nyc,3.0,615030nyc,615nyc,52,88,1,7,nyc,157,0.0,0.0,0.0,0.0,0
325,2018,61503040003nyc,0.0,615030nyc,615nyc,54,87,2,7,nyc,153,0.0,0.0,0.0,0.0,0
326,2019,61503040003nyc,7.0,615030nyc,615nyc,52,84,3,8,nyc,142,0.0,0.0,0.0,0.0,0
327,2021,61503040003nyc,0.0,615030nyc,615nyc,45,87,1,6,nyc,137,0.46,0.0,0.46,0.92,0
329,2017,61601040001nyc,0.0,616010nyc,616nyc,41,94,0,4,nyc,169,0.0,0.0,0.0,0.0,0
330,2018,61601040001nyc,0.0,616010nyc,616nyc,42,95,0,3,nyc,151,0.0,0.0,0.0,0.0,0
331,2019,61601040001nyc,0.0,616010nyc,616nyc,39,95,0,3,nyc,144,0.0,0.0,0.0,0.0,0
332,2021,61601040001nyc,6.0,616010nyc,616nyc,41,95,0,4,nyc,132,0.46,0.0,0.46,0.92,0
334,2017,61700010013nyc,15.0,617000nyc,617nyc,63,66,6,18,nyc,1329,0.0,0.0,0.0,0.0,0
335,2018,61700010013nyc,11.0,617000nyc,617nyc,65,66,5,18,nyc,1328,0.0,0.0,0.0,0.0,0
336,2019,61700010013nyc,14.0,617000nyc,617nyc,64,65,4,20,nyc,1318,0.0,0.0,0.0,0.0,0
337,2021,61700010013nyc,11.0,617000nyc,617nyc,71,60,4,24,nyc,1272,0.52,0.04,0.52,0.96,0
339,2017,62201060003nyc,1.0,622010nyc,622nyc,33,83,1,12,nyc,501,0.0,0.0,0.0,0.0,0
340,2018,62201060003nyc,2.0,622010nyc,622nyc,32,84,1,11,nyc,500,0.0,0.0,0.0,0.0,0
341,2019,62201060003nyc,5.0,622010nyc,622nyc,33,83,1,12,nyc,460,0.0,0.0,0.0,0.0,0
342,2021,62201060003nyc,1.0,622010nyc,622nyc,26,83,2,11,nyc,453,0.42,0.0,0.42,0.84,0
344,2017,62301040003nyc,7.0,623010nyc,623nyc,54,85,0,10,nyc,150,0.0,0.0,0.0,0.0,0
345,2018,62301040003nyc,0.0,623010nyc,623nyc,66,86,0,10,nyc,147,0.0,0.0,0.0,0.0,0
346,2019,62301040003nyc,6.0,623010nyc,623nyc,58,86,0,10,nyc,158,0.0,0.0,0.0,0.0,0
347,2021,62301040003nyc,10.0,623010nyc,623nyc,64,82,1,12,nyc,152,0.46,0.0,0.46,0.92,0
349,2017,62601040003nyc,2.0,626010nyc,626nyc,58,95,2,3,nyc,140,0.0,0.0,0.0,0.0,0
350,2018,62601040003nyc,4.0,626010nyc,626nyc,56,96,2,2,nyc,135,0.0,0.0,0.0,0.0,0
351,2019,62601040003nyc,2.0,626010nyc,626nyc,56,95,1,3,nyc,132,0.0,0.0,0.0,0.0,0
352,2021,62601040003nyc,3.0,626010nyc,626nyc,61,95,0,3,nyc,129,0.46,0.0,0.46,0.92,0
354,2017,62901040002nyc,2.0,629010nyc,629nyc,47,91,0,6,nyc,211,0.0,0.0,0.0,0.0,0
355,2018,62901040002nyc,6.0,629010nyc,629nyc,52,92,0,5,nyc,218,0.0,0.0,0.0,0.0,0
356,2019,62901040002nyc,0.0,629010nyc,629nyc,51,93,1,4,nyc,216,0.0,0.0,0.0,0.0,0
357,2021,62901040002nyc,3.0,629010nyc,629nyc,58,89,2,6,nyc,191,0.48,0.08,0.48,0.8,0
359,2017,70600010020nyc,16.0,706000nyc,706nyc,58,73,21,2,nyc,1283,0.0,0.0,0.0,0.0,0
360,2018,70600010020nyc,17.0,706000nyc,706nyc,57,75,19,3,nyc,1292,0.0,0.0,0.0,0.0,0
361,2019,70600010020nyc,19.0,706000nyc,706nyc,54,75,17,3,nyc,1220,0.0,0.0,0.0,0.0,0
362,2021,70600010020nyc,7.0,706000nyc,706nyc,58,73,16,3,nyc,1256,0.5,0.08,0.5,0.84,0
366,2017,70901060007nyc,6.0,709010nyc,709nyc,30,90,2,2,nyc,1347,0.0,0.0,0.0,0.0,0
367,2018,70901060007nyc,3.0,709010nyc,709nyc,29,90,2,2,nyc,1330,0.0,0.0,0.0,0.0,0
368,2019,70901060007nyc,4.0,709010nyc,709nyc,29,89,2,2,nyc,1335,0.0,0.0,0.0,0.0,0
369,2021,70901060007nyc,3.0,709010nyc,709nyc,28,88,1,3,nyc,1235,0.2,0.0,0.2,0.4,0
371,2017,70902060002nyc,13.0,709020nyc,709nyc,50,91,1,2,nyc,301,0.0,0.0,0.0,0.0,0
372,2018,70902060002nyc,10.0,709020nyc,709nyc,47,93,1,1,nyc,290,0.0,0.0,0.0,0.0,0
373,2019,70902060002nyc,13.0,709020nyc,709nyc,49,91,2,1,nyc,299,0.0,0.0,0.0,0.0,0
374,2021,70902060002nyc,7.0,709020nyc,709nyc,46,87,2,2,nyc,269,0.48,0.0,0.48,0.96,0
376,2017,80101040003nyc,11.0,801010nyc,801nyc,63,93,1,3,nyc,141,0.0,0.0,0.0,0.0,0
377,2018,80101040003nyc,9.0,801010nyc,801nyc,57,92,2,3,nyc,156,0.0,0.0,0.0,0.0,0
378,2019,80101040003nyc,16.0,801010nyc,801nyc,48,91,3,3,nyc,153,0.0,0.0,0.0,0.0,0
379,2021,80101040003nyc,15.0,801010nyc,801nyc,53,90,4,4,nyc,160,0.3,0.0,0.3,0.6,0
381,2017,80201040001nyc,3.0,802010nyc,802nyc,38,94,1,2,nyc,256,0.0,0.0,0.0,0.0,0
382,2018,80201040001nyc,7.0,802010nyc,802nyc,50,93,1,2,nyc,235,0.0,0.0,0.0,0.0,0
383,2019,80201040001nyc,3.0,802010nyc,802nyc,61,91,1,2,nyc,228,0.0,0.0,0.0,0.0,0
384,2021,80201040001nyc,3.0,802010nyc,802nyc,53,90,1,4,nyc,236,0.28,0.0,0.28,0.56,0
386,2017,80601040003nyc,4.0,806010nyc,806nyc,46,93,1,3,nyc,274,0.0,0.0,0.0,0.0,0
387,2018,80601040003nyc,4.0,806010nyc,806nyc,45,93,1,3,nyc,284,0.0,0.0,0.0,0.0,0
388,2019,80601040003nyc,5.0,806010nyc,806nyc,44,94,0,3,nyc,289,0.0,0.0,0.0,0.0,0
389,2021,80601040003nyc,6.0,806010nyc,806nyc,50,93,1,4,nyc,284,0.26,0.0,0.26,0.52,0
391,2017,81003040003nyc,4.0,810030nyc,810nyc,66,95,1,1,nyc,225,0.0,0.0,0.0,0.0,0
392,2018,81003040003nyc,4.0,810030nyc,810nyc,65,93,2,2,nyc,226,0.0,0.0,0.0,0.0,0
393,2019,81003040003nyc,5.0,810030nyc,810nyc,66,94,1,1,nyc,228,0.0,0.0,0.0,0.0,0
394,2021,81003040003nyc,0.0,810030nyc,810nyc,54,94,2,1,nyc,237,0.38,0.0,0.38,0.76,0
396,2017,81200050004nyc,6.0,812000nyc,812nyc,46,92,3,3,nyc,567,0.0,0.0,0.0,0.0,0
397,2018,81200050004nyc,5.0,812000nyc,812nyc,56,91,4,4,nyc,556,0.0,0.0,0.0,0.0,0
398,2019,81200050004nyc,5.0,812000nyc,812nyc,53,91,5,3,nyc,509,0.0,0.0,0.0,0.0,0
399,2021,81200050004nyc,8.0,812000nyc,812nyc,51,89,5,4,nyc,499,0.04,0.04,0.04,0.0,0
401,2017,81401040001nyc,5.0,814010nyc,814nyc,59,96,0,3,nyc,98,0.0,0.0,0.0,0.0,0
402,2018,81401040001nyc,4.0,814010nyc,814nyc,77,96,0,3,nyc,101,0.0,0.0,0.0,0.0,0
403,2019,81401040001nyc,4.0,814010nyc,814nyc,57,97,1,2,nyc,102,0.0,0.0,0.0,0.0,0
404,2021,81401040001nyc,5.0,814010nyc,814nyc,59,98,0,2,nyc,90,0.1,0.04,0.1,0.12,0
406,2017,81501040002nyc,3.0,815010nyc,815nyc,55,87,2,7,nyc,232,0.0,0.0,0.0,0.0,0
407,2018,81501040002nyc,4.0,815010nyc,815nyc,65,90,2,4,nyc,221,0.0,0.0,0.0,0.0,0
408,2019,81501040002nyc,0.0,815010nyc,815nyc,60,90,2,5,nyc,218,0.0,0.0,0.0,0.0,0
409,2021,81501040002nyc,9.0,815010nyc,815nyc,60,89,2,4,nyc,192,0.48,0.0,0.48,0.96,0
411,2017,82001040004nyc,6.0,820010nyc,820nyc,51,98,1,1,nyc,372,0.0,0.0,0.0,0.0,0
412,2018,82001040004nyc,9.0,820010nyc,820nyc,54,96,1,1,nyc,363,0.0,0.0,0.0,0.0,0
413,2019,82001040004nyc,3.0,820010nyc,820nyc,51,96,2,1,nyc,384,0.0,0.0,0.0,0.0,0
414,2021,82001040004nyc,6.0,820010nyc,820nyc,53,98,1,1,nyc,364,0.46,0.0,0.46,0.92,0
416,2017,90201040002nyc,7.0,902010nyc,902nyc,56,97,1,1,nyc,350,0.0,0.0,0.0,0.0,0
417,2018,90201040002nyc,5.0,902010nyc,902nyc,55,97,1,1,nyc,327,0.0,0.0,0.0,0.0,0
418,2019,90201040002nyc,10.0,902010nyc,902nyc,55,98,1,1,nyc,326,0.0,0.0,0.0,0.0,0
419,2021,90201040002nyc,4.0,902010nyc,902nyc,50,96,4,0,nyc,354,0.54,0.16,0.54,0.76,0
421,2017,90301060006nyc,6.0,903010nyc,903nyc,51,96,1,1,nyc,604,0.0,0.0,0.0,0.0,0
422,2018,90301060006nyc,9.0,903010nyc,903nyc,49,96,2,2,nyc,580,0.0,0.0,0.0,0.0,0
423,2019,90301060006nyc,5.0,903010nyc,903nyc,49,95,2,2,nyc,572,0.0,0.0,0.0,0.0,0
424,2021,90301060006nyc,4.0,903010nyc,903nyc,47,94,2,3,nyc,535,0.54,0.16,0.54,0.76,0
426,2017,90501040002nyc,3.0,905010nyc,905nyc,42,92,2,2,nyc,425,0.0,0.0,0.0,0.0,0
427,2018,90501040002nyc,7.0,905010nyc,905nyc,41,94,1,3,nyc,420,0.0,0.0,0.0,0.0,0
428,2019,90501040002nyc,10.0,905010nyc,905nyc,45,95,0,2,nyc,412,0.0,0.0,0.0,0.0,0
429,2021,90501040002nyc,9.0,905010nyc,905nyc,47,96,0,2,nyc,358,0.56,0.12,0.56,0.88,0
431,2017,90601020002nyc,3.0,906010nyc,906nyc,27,98,1,0,nyc,141,0.0,0.0,0.0,0.0,0
432,2018,90601020002nyc,14.0,906010nyc,906nyc,26,98,1,1,nyc,138,0.0,0.0,0.0,0.0,0
433,2019,90601020002nyc,13.0,906010nyc,906nyc,33,96,2,1,nyc,132,0.0,0.0,0.0,0.0,0
434,2021,90601020002nyc,0.0,906010nyc,906nyc,31,93,5,1,nyc,120,0.46,0.04,0.46,0.84,0
436,2017,90901040002nyc,7.0,909010nyc,909nyc,48,98,0,0,nyc,233,0.0,0.0,0.0,0.0,0
437,2018,90901040002nyc,4.0,909010nyc,909nyc,52,98,0,0,nyc,247,0.0,0.0,0.0,0.0,0
438,2019,90901040002nyc,10.0,909010nyc,909nyc,52,99,0,0,nyc,240,0.0,0.0,0.0,0.0,0
439,2021,90901040002nyc,3.0,909010nyc,909nyc,43,99,0,0,nyc,223,0.54,0.16,0.54,0.76,0
441,2017,91101060005nyc,6.0,911010nyc,911nyc,44,95,2,0,nyc,592,0.0,0.0,0.0,0.0,0
442,2018,91101060005nyc,3.0,911010nyc,911nyc,45,94,2,0,nyc,580,0.0,0.0,0.0,0.0,0
443,2019,91101060005nyc,5.0,911010nyc,911nyc,45,94,2,1,nyc,573,0.0,0.0,0.0,0.0,0
444,2021,91101060005nyc,8.0,911010nyc,911nyc,41,95,1,1,nyc,549,0.52,0.04,0.52,0.96,0
446,2017,91200010006nyc,11.0,912000nyc,912nyc,52,86,10,1,nyc,547,0.0,0.0,0.0,0.0,0
447,2018,91200010006nyc,8.0,912000nyc,912nyc,48,85,9,1,nyc,547,0.0,0.0,0.0,0.0,0
448,2019,91200010006nyc,11.0,912000nyc,912nyc,44,85,8,2,nyc,544,0.0,0.0,0.0,0.0,0
449,2021,91200010006nyc,11.0,912000nyc,912nyc,43,87,7,2,nyc,568,0.34,0.2,0.34,0.28,0
451,2017,91402060005nyc,6.0,914020nyc,914nyc,40,97,1,1,nyc,428,0.0,0.0,0.0,0.0,0
452,2018,91402060005nyc,3.0,914020nyc,914nyc,39,96,1,1,nyc,423,0.0,0.0,0.0,0.0,0
453,2019,91402060005nyc,8.0,914020nyc,914nyc,42,96,1,2,nyc,396,0.0,0.0,0.0,0.0,0
454,2021,91402060005nyc,10.0,914020nyc,914nyc,39,97,1,1,nyc,395,0.54,0.16,0.54,0.76,0
456,2017,100501040003nyc,7.0,100501nyc,100nyc,56,85,2,9,nyc,417,0.0,0.0,0.0,0.0,0
457,2018,100501040003nyc,7.0,100501nyc,100nyc,56,84,1,11,nyc,417,0.0,0.0,0.0,0.0,0
458,2019,100501040003nyc,8.0,100501nyc,100nyc,58,82,1,12,nyc,401,0.0,0.0,0.0,0.0,0
459,2021,100501040003nyc,6.0,100501nyc,100nyc,39,79,2,13,nyc,407,0.0,0.0,0.0,0.0,0
461,2017,100902040004nyc,16.0,100902nyc,100nyc,44,88,0,8,nyc,137,0.0,0.0,0.0,0.0,0
462,2018,100902040004nyc,0.0,100902nyc,100nyc,42,87,0,8,nyc,161,0.0,0.0,0.0,0.0,0
463,2019,100902040004nyc,11.0,100902nyc,100nyc,41,86,0,9,nyc,163,0.0,0.0,0.0,0.0,0
464,2021,100902040004nyc,4.0,100902nyc,100nyc,39,85,1,10,nyc,173,0.0,0.0,0.0,0.0,0
466,2017,101001040002nyc,6.0,101001nyc,101nyc,40,87,2,5,nyc,333,0.0,0.0,0.0,0.0,0
467,2018,101001040002nyc,5.0,101001nyc,101nyc,38,87,2,5,nyc,333,0.0,0.0,0.0,0.0,0
468,2019,101001040002nyc,6.0,101001nyc,101nyc,36,85,3,7,nyc,315,0.0,0.0,0.0,0.0,0
469,2021,101001040002nyc,4.0,101001nyc,101nyc,38,86,3,8,nyc,314,0.5,0.08,0.5,0.84,0
471,2017,101300010001nyc,6.0,101300nyc,101nyc,61,45,27,13,nyc,501,0.0,0.0,0.0,0.0,0
472,2018,101300010001nyc,4.0,101300nyc,101nyc,67,44,25,12,nyc,495,0.0,0.0,0.0,0.0,0
473,2019,101300010001nyc,4.0,101300nyc,101nyc,67,43,25,11,nyc,475,0.0,0.0,0.0,0.0,0
474,2021,101300010001nyc,4.0,101300nyc,101nyc,69,41,19,16,nyc,453,0.46,0.0,0.46,0.92,0
476,2017,101401040005nyc,5.0,101401nyc,101nyc,30,93,2,3,nyc,588,0.0,0.0,0.0,0.0,0
477,2018,101401040005nyc,8.0,101401nyc,101nyc,30,91,2,5,nyc,544,0.0,0.0,0.0,0.0,0
478,2019,101401040005nyc,4.0,101401nyc,101nyc,27,90,3,4,nyc,528,0.0,0.0,0.0,0.0,0
479,2021,101401040005nyc,1.0,101401nyc,101nyc,30,88,3,5,nyc,515,0.5,0.08,0.5,0.84,0
481,2017,101601040003nyc,9.0,101601nyc,101nyc,35,93,1,2,nyc,136,0.0,0.0,0.0,0.0,0
482,2018,101601040003nyc,5.0,101601nyc,101nyc,39,94,0,2,nyc,141,0.0,0.0,0.0,0.0,0
483,2019,101601040003nyc,4.0,101601nyc,101nyc,42,93,1,3,nyc,139,0.0,0.0,0.0,0.0,0
484,2021,101601040003nyc,4.0,101601nyc,101nyc,46,91,1,5,nyc,116,0.46,0.0,0.46,0.92,0
486,2017,110101040002nyc,16.0,110101nyc,110nyc,50,98,0,1,nyc,144,0.0,0.0,0.0,0.0,0
487,2018,110101040002nyc,2.0,110101nyc,110nyc,47,98,0,1,nyc,154,0.0,0.0,0.0,0.0,0
488,2019,110101040002nyc,0.0,110101nyc,110nyc,47,98,1,1,nyc,138,0.0,0.0,0.0,0.0,0
489,2021,110101040002nyc,2.0,110101nyc,110nyc,45,97,1,1,nyc,157,0.0,0.0,0.0,0.0,0
491,2017,110200010011nyc,8.0,110200nyc,110nyc,52,87,4,4,nyc,716,0.0,0.0,0.0,0.0,0
492,2018,110200010011nyc,6.0,110200nyc,110nyc,50,87,4,4,nyc,707,0.0,0.0,0.0,0.0,0
493,2019,110200010011nyc,11.0,110200nyc,110nyc,52,87,4,4,nyc,694,0.0,0.0,0.0,0.0,0
494,2021,110200010011nyc,6.0,110200nyc,110nyc,48,85,4,5,nyc,628,0.04,0.04,0.04,0.0,0
496,2017,110304040002nyc,0.0,110304nyc,110nyc,56,95,1,2,nyc,148,0.0,0.0,0.0,0.0,0
497,2018,110304040002nyc,6.0,110304nyc,110nyc,53,95,1,3,nyc,157,0.0,0.0,0.0,0.0,0
498,2019,110304040002nyc,5.0,110304nyc,110nyc,55,97,0,2,nyc,172,0.0,0.0,0.0,0.0,0
499,2021,110304040002nyc,2.0,110304nyc,110nyc,40,95,0,2,nyc,185,0.0,0.0,0.0,0.0,0
501,2017,110701060001nyc,4.0,110701nyc,110nyc,37,96,1,1,nyc,634,0.0,0.0,0.0,0.0,0
502,2018,110701060001nyc,1.0,110701nyc,110nyc,38,96,1,1,nyc,600,0.0,0.0,0.0,0.0,0
503,2019,110701060001nyc,4.0,110701nyc,110nyc,40,95,1,1,nyc,598,0.0,0.0,0.0,0.0,0
504,2021,110701060001nyc,1.0,110701nyc,110nyc,39,96,0,2,nyc,596,0.3,0.0,0.3,0.6,0
506,2017,110901040001nyc,6.0,110901nyc,110nyc,53,95,3,1,nyc,216,0.0,0.0,0.0,0.0,0
507,2018,110901040001nyc,0.0,110901nyc,110nyc,56,94,3,2,nyc,186,0.0,0.0,0.0,0.0,0
508,2019,110901040001nyc,4.0,110901nyc,110nyc,58,96,2,2,nyc,196,0.0,0.0,0.0,0.0,0
509,2021,110901040001nyc,0.0,110901nyc,110nyc,51,96,3,1,nyc,173,0.26,0.0,0.26,0.52,0
511,2017,120102040001nyc,0.0,120102nyc,120nyc,57,94,1,4,nyc,32,0.0,0.0,0.0,0.0,0
512,2018,120102040001nyc,0.0,120102nyc,120nyc,58,94,1,4,nyc,28,0.0,0.0,0.0,0.0,0
513,2019,120102040001nyc,17.0,120102nyc,120nyc,61,89,1,8,nyc,24,0.0,0.0,0.0,0.0,0
514,2021,120102040001nyc,0.0,120102nyc,120nyc,41,95,2,3,nyc,19,0.0,0.0,0.0,0.0,0
516,2017,120301040001nyc,0.0,120301nyc,120nyc,68,92,4,4,nyc,78,0.0,0.0,0.0,0.0,0
517,2018,120301040001nyc,7.0,120301nyc,120nyc,57,94,3,3,nyc,79,0.0,0.0,0.0,0.0,0
518,2019,120301040001nyc,5.0,120301nyc,120nyc,58,92,3,5,nyc,68,0.0,0.0,0.0,0.0,0
519,2021,120301040001nyc,20.0,120301nyc,120nyc,40,91,3,4,nyc,71,0.08,0.08,0.08,0.0,0
521,2017,120401040001nyc,15.0,120401nyc,120nyc,58,93,1,4,nyc,98,0.0,0.0,0.0,0.0,0
522,2018,120401040001nyc,0.0,120401nyc,120nyc,70,94,1,4,nyc,98,0.0,0.0,0.0,0.0,0
523,2019,120401040001nyc,0.0,120401nyc,120nyc,53,94,0,4,nyc,93,0.0,0.0,0.0,0.0,0
524,2021,120401040001nyc,0.0,120401nyc,120nyc,56,91,1,5,nyc,109,0.08,0.08,0.08,0.0,0
526,2017,120501040002nyc,5.0,120501nyc,120nyc,35,95,1,0,nyc,210,0.0,0.0,0.0,0.0,0
527,2018,120501040002nyc,5.0,120501nyc,120nyc,35,94,1,0,nyc,232,0.0,0.0,0.0,0.0,0
528,2019,120501040002nyc,12.0,120501nyc,120nyc,36,94,1,1,nyc,230,0.0,0.0,0.0,0.0,0
529,2021,120501040002nyc,1.0,120501nyc,120nyc,37,95,1,1,nyc,231,0.34,0.04,0.34,0.6,0
531,2017,120701040001nyc,0.0,120701nyc,120nyc,55,92,2,2,nyc,80,0.0,0.0,0.0,0.0,0
532,2018,120701040001nyc,5.0,120701nyc,120nyc,51,91,2,2,nyc,83,0.0,0.0,0.0,0.0,0
533,2019,120701040001nyc,0.0,120701nyc,120nyc,52,91,2,4,nyc,83,0.0,0.0,0.0,0.0,0
534,2021,120701040001nyc,0.0,120701nyc,120nyc,48,91,3,4,nyc,77,0.3,0.0,0.3,0.6,0
536,2017,120906040002nyc,5.0,120906nyc,120nyc,60,93,2,4,nyc,138,0.0,0.0,0.0,0.0,0
537,2018,120906040002nyc,3.0,120906nyc,120nyc,60,94,1,4,nyc,121,0.0,0.0,0.0,0.0,0
538,2019,120906040002nyc,4.0,120906nyc,120nyc,61,92,1,6,nyc,122,0.0,0.0,0.0,0.0,0
539,2021,120906040002nyc,10.0,120906nyc,120nyc,57,90,3,6,nyc,125,0.48,0.0,0.48,0.96,0
541,2017,121401040001nyc,3.0,121401nyc,121nyc,66,71,1,21,nyc,99,0.0,0.0,0.0,0.0,0
542,2018,121401040001nyc,7.0,121401nyc,121nyc,69,70,1,23,nyc,94,0.0,0.0,0.0,0.0,0
543,2019,121401040001nyc,0.0,121401nyc,121nyc,67,70,0,23,nyc,97,0.0,0.0,0.0,0.0,0
544,2021,121401040001nyc,0.0,121401nyc,121nyc,54,70,1,25,nyc,103,0.24,0.0,0.24,0.48,0
546,2017,121502040001nyc,20.0,121502nyc,121nyc,61,94,1,4,nyc,69,0.0,0.0,0.0,0.0,0
547,2018,121502040001nyc,5.0,121502nyc,121nyc,61,95,1,2,nyc,66,0.0,0.0,0.0,0.0,0
548,2019,121502040001nyc,0.0,121502nyc,121nyc,56,95,2,2,nyc,74,0.0,0.0,0.0,0.0,0
549,2021,121502040001nyc,0.0,121502nyc,121nyc,38,93,2,3,nyc,82,0.32,0.32,0.32,0.0,0
551,2017,121601060006nyc,7.0,121601nyc,121nyc,60,91,1,6,nyc,314,0.0,0.0,0.0,0.0,0
552,2018,121601060006nyc,6.0,121601nyc,121nyc,50,87,1,9,nyc,300,0.0,0.0,0.0,0.0,0
553,2019,121601060006nyc,1.0,121601nyc,121nyc,46,86,2,7,nyc,318,0.0,0.0,0.0,0.0,0
554,2021,121601060006nyc,6.0,121601nyc,121nyc,49,87,1,8,nyc,297,0.48,0.0,0.48,0.96,0
556,2017,121701040001nyc,3.0,121701nyc,121nyc,19,94,2,4,nyc,106,0.0,0.0,0.0,0.0,0
557,2018,121701040001nyc,3.0,121701nyc,121nyc,63,93,2,4,nyc,87,0.0,0.0,0.0,0.0,0
558,2019,121701040001nyc,5.0,121701nyc,121nyc,69,92,4,3,nyc,76,0.0,0.0,0.0,0.0,0
559,2021,121701040001nyc,9.0,121701nyc,121nyc,52,91,3,4,nyc,77,0.12,0.08,0.12,0.08,0
561,2017,121702040001nyc,3.0,121702nyc,121nyc,50,91,3,3,nyc,116,0.0,0.0,0.0,0.0,0
562,2018,121702040001nyc,0.0,121702nyc,121nyc,51,91,3,4,nyc,108,0.0,0.0,0.0,0.0,0
563,2019,121702040001nyc,3.0,121702nyc,121nyc,50,92,2,3,nyc,111,0.0,0.0,0.0,0.0,0
564,2021,121702040001nyc,0.0,121702nyc,121nyc,45,96,1,2,nyc,95,0.04,0.0,0.04,0.08,0
566,2017,121901040002nyc,7.0,121901nyc,121nyc,54,95,0,3,nyc,284,0.0,0.0,0.0,0.0,0
567,2018,121901040002nyc,5.0,121901nyc,121nyc,58,96,0,3,nyc,271,0.0,0.0,0.0,0.0,0
568,2019,121901040002nyc,7.0,121901nyc,121nyc,40,95,1,3,nyc,258,0.0,0.0,0.0,0.0,0
569,2021,121901040002nyc,6.0,121901nyc,121nyc,41,95,1,3,nyc,257,0.44,0.04,0.44,0.8,0
571,2017,130200010005nyc,7.0,130200nyc,130nyc,49,44,23,28,nyc,869,0.0,0.0,0.0,0.0,0
572,2018,130200010005nyc,4.0,130200nyc,130nyc,50,45,21,29,nyc,883,0.0,0.0,0.0,0.0,0
573,2019,130200010005nyc,6.0,130200nyc,130nyc,44,44,19,30,nyc,929,0.0,0.0,0.0,0.0,0
574,2021,130200010005nyc,1.0,130200nyc,130nyc,43,47,17,28,nyc,856,0.48,0.0,0.48,0.96,0
576,2017,130502020003nyc,7.0,130502nyc,130nyc,49,73,9,15,nyc,424,0.0,0.0,0.0,0.0,0
