,schoolcode,districtcode,countycode,year,charter,dropout,schoolmode,virtualper,hybridper,totalenrolled,lowincome,white,black,hispanic,state
838,050901001tx,050901tx,050tx,2018,0.0,0,0.0,0.0,0.0,89,57.3034,75.2809,0.0,24.7191,tx
840,050909001tx,050909tx,050tx,2018,0.0,0,0.0,0.0,0.0,94,44.6809,85.1064,0.0,13.8298,tx
844,054903001tx,054903tx,054tx,2018,0.0,0,0.0,0.0,0.0,136,77.2059,18.3824,1.4706,79.4118,tx
845,056902001tx,056902tx,056tx,2018,0.0,0,0.0,0.0,0.0,53,54.717,56.6038,1.8868,39.6226,tx
846,057802001tx,057802tx,057tx,2018,0.0,0,0.0,0.0,0.0,147,87.7551,0.6803,25.1701,74.1497,tx
847,057803002tx,057803tx,057tx,2018,0.0,0,0.0,0.0,0.0,546,24.5421,12.0879,6.4103,24.359,tx
848,057803010tx,057803tx,057tx,2018,0.0,0,0.0,0.0,0.0,446,86.5471,0.8969,4.4843,93.2735,tx
854,057808101tx,057808tx,057tx,2018,0.0,0,0.0,0.0,0.0,93,66.6667,0.0,39.7849,51.6129,tx
855,057808102tx,057808tx,057tx,2018,0.0,0,0.0,0.0,0.0,42,2.381,9.5238,42.8571,11.9048,tx
857,057819001tx,057819tx,057tx,2018,0.0,0,0.0,0.0,0.0,16,100.0,0.0,18.75,81.25,tx
860,057845001tx,057845tx,057tx,2018,0.0,0,0.0,0.0,0.0,176,17.6136,52.2727,9.6591,32.3864,tx
862,057847001tx,057847tx,057tx,2018,0.0,0,0.0,0.0,0.0,231,20.7792,29.8701,28.1385,32.4675,tx
864,057848006tx,057848tx,057tx,2018,0.0,0,0.0,0.0,0.0,560,62.5,7.6786,26.25,60.1786,tx
869,057903010tx,057903tx,057tx,2018,0.0,0,0.0,0.0,0.0,339,81.4159,4.4248,4.1298,83.4808,tx
872,057905026tx,057905tx,057tx,2018,0.0,0,0.0,0.0,0.0,428,60.7477,14.486,10.0467,59.1121,tx
874,057905035tx,057905tx,057tx,2018,0.0,0,0.0,0.0,0.0,244,85.6557,5.7377,13.5246,77.459,tx
876,057905037tx,057905tx,057tx,2018,0.0,0,0.0,0.0,0.0,335,77.3134,2.3881,27.1642,68.9552,tx
880,057905090tx,057905tx,057tx,2018,0.0,0,0.0,0.0,0.0,230,84.7826,3.0435,12.1739,83.4783,tx
882,057909053tx,057909tx,057tx,2018,0.0,0,0.0,0.0,0.0,335,71.0448,16.1194,28.3582,52.8358,tx
889,057916006tx,057916tx,057tx,2018,0.0,0,0.0,0.0,0.0,186,71.5054,17.2043,26.3441,52.1505,tx
891,058902001tx,058902tx,058tx,2018,0.0,0,0.0,0.0,0.0,24,45.8333,41.6667,0.0,45.8333,tx
892,058905001tx,058905tx,058tx,2018,0.0,0,0.0,0.0,0.0,61,32.7869,67.2131,0.0,29.5082,tx
893,058906001tx,058906tx,058tx,2018,0.0,0,0.0,0.0,0.0,542,70.2952,16.6052,4.428,77.8598,tx
894,058909001tx,058909tx,058tx,2018,0.0,0,0.0,0.0,0.0,58,37.931,55.1724,1.7241,39.6552,tx
896,061901005tx,061901tx,061tx,2018,0.0,0,0.0,0.0,0.0,188,68.0851,30.8511,25.5319,40.4255,tx
900,061910001tx,061910tx,061tx,2018,0.0,0,0.0,0.0,0.0,876,8.5616,84.3607,1.0274,10.5023,tx
902,062902001tx,062902tx,062tx,2018,0.0,0,0.0,0.0,0.0,41,60.9756,51.2195,4.878,43.9024,tx
904,063903001tx,063903tx,063tx,2018,0.0,0,0.0,0.0,0.0,83,57.8313,48.1928,4.8193,46.988,tx
906,065901001tx,065901tx,065tx,2018,0.0,0,0.0,0.0,0.0,137,45.9854,72.9927,10.9489,12.4088,tx
907,065902001tx,065902tx,065tx,2018,0.0,0,0.0,0.0,0.0,41,73.1707,63.4146,0.0,31.7073,tx
908,067902004tx,067902tx,067tx,2018,0.0,0,0.0,0.0,0.0,13,53.8462,76.9231,7.6923,15.3846,tx
910,067908001tx,067908tx,067tx,2018,0.0,0,0.0,0.0,0.0,61,55.7377,90.1639,0.0,8.1967,tx
912,068901004tx,068901tx,068tx,2018,0.0,0,0.0,0.0,0.0,340,55.8824,20.0,8.8235,69.1176,tx
915,069901001tx,069901tx,069tx,2018,0.0,0,0.0,0.0,0.0,86,74.4186,18.6047,0.0,81.3953,tx
917,070901001tx,070901tx,070tx,2018,0.0,0,0.0,0.0,0.0,107,52.3364,57.9439,4.6729,35.514,tx
919,071801003tx,071801tx,071tx,2018,0.0,0,0.0,0.0,0.0,118,41.5254,11.0169,2.5424,82.2034,tx
921,071806001tx,071806tx,071tx,2018,0.0,0,0.0,0.0,0.0,348,76.7241,9.1954,0.5747,88.5057,tx
922,071806002tx,071806tx,071tx,2018,0.0,0,0.0,0.0,0.0,206,66.0194,12.6214,3.8835,80.5825,tx
925,071902011tx,071902tx,071tx,2018,0.0,0,0.0,0.0,0.0,742,54.8518,4.8518,2.0216,89.0836,tx
926,071902015tx,071902tx,071tx,2018,0.0,0,0.0,0.0,0.0,463,58.9633,13.8229,4.3197,77.1058,tx
929,071905014tx,071905tx,071tx,2018,0.0,0,0.0,0.0,0.0,301,86.0465,2.99,3.3223,93.6877,tx
930,071905017tx,071905tx,071tx,2018,0.0,0,0.0,0.0,0.0,390,67.4359,5.1282,0.0,93.8462,tx
931,071907003tx,071907tx,071tx,2018,0.0,0,0.0,0.0,0.0,365,53.4247,9.0411,3.2877,85.2055,tx
932,071909003tx,071909tx,071tx,2018,0.0,0,0.0,0.0,0.0,277,82.6715,1.444,2.5271,94.2238,tx
933,071909007tx,071909tx,071tx,2018,0.0,0,0.0,0.0,0.0,484,72.314,1.4463,1.4463,95.0413,tx
935,072801104tx,072801tx,072tx,2018,0.0,0,0.0,0.0,0.0,180,87.2222,2.7778,1.1111,95.5556,tx
936,072801107tx,072801tx,072tx,2018,0.0,0,0.0,0.0,0.0,137,55.4745,5.8394,0.7299,93.4307,tx
940,072801115tx,072801tx,072tx,2018,0.0,0,0.0,0.0,0.0,260,95.3846,1.9231,0.0,98.0769,tx
942,072801128tx,072801tx,072tx,2018,0.0,0,0.0,0.0,0.0,161,44.0994,37.8882,13.0435,41.6149,tx
945,072801136tx,072801tx,072tx,2018,0.0,0,0.0,0.0,0.0,142,56.338,54.9296,0.7042,40.8451,tx
946,072801137tx,072801tx,072tx,2018,0.0,0,0.0,0.0,0.0,187,45.9893,82.8877,0.5348,13.369,tx
947,072801138tx,072801tx,072tx,2018,0.0,0,0.0,0.0,0.0,144,52.7778,70.8333,2.0833,24.3056,tx
948,072801146tx,072801tx,072tx,2018,0.0,0,0.0,0.0,0.0,262,89.6947,3.4351,0.3817,96.1832,tx
954,072908001tx,072908tx,072tx,2018,0.0,0,0.0,0.0,0.0,65,18.4615,78.4615,0.0,16.9231,tx
955,072909001tx,072909tx,072tx,2018,0.0,0,0.0,0.0,0.0,77,46.7532,53.2468,0.0,45.4545,tx
956,074904001tx,074904tx,074tx,2018,0.0,0,0.0,0.0,0.0,95,46.3158,91.5789,0.0,4.2105,tx
957,074907001tx,074907tx,074tx,2018,0.0,0,0.0,0.0,0.0,218,54.1284,68.3486,10.0917,15.5963,tx
958,074911001tx,074911tx,074tx,2018,0.0,0,0.0,0.0,0.0,101,34.6535,83.1683,1.9802,5.9406,tx
959,074917001tx,074917tx,074tx,2018,0.0,0,0.0,0.0,0.0,137,36.4964,83.2117,2.9197,10.9489,tx
960,075901001tx,075901tx,075tx,2018,0.0,0,0.0,0.0,0.0,151,61.5894,36.4238,2.649,58.2781,tx
962,075906001tx,075906tx,075tx,2018,0.0,0,0.0,0.0,0.0,92,23.913,82.6087,2.1739,15.2174,tx
964,076903001tx,076903tx,076tx,2018,0.0,0,0.0,0.0,0.0,91,51.6484,68.1319,2.1978,29.6703,tx
966,078901001tx,078901tx,078tx,2018,0.0,0,0.0,0.0,0.0,69,65.2174,56.5217,4.3478,37.6812,tx
967,079901004tx,079901tx,079tx,2018,0.0,0,0.0,0.0,0.0,148,62.1622,22.2973,26.3514,47.973,tx
970,079907038tx,079907tx,079tx,2018,0.0,0,0.0,0.0,0.0,376,69.1489,6.6489,52.1277,34.3085,tx
971,081905002tx,081905tx,081tx,2018,0.0,0,0.0,0.0,0.0,160,50.0,75.625,9.375,13.125,tx
972,083902001tx,083902tx,083tx,2018,0.0,0,0.0,0.0,0.0,37,43.2432,40.5405,0.0,59.4595,tx
974,084802001tx,084802tx,084tx,2018,0.0,0,0.0,0.0,0.0,91,49.4505,40.6593,8.7912,47.2527,tx
976,084903001tx,084903tx,084tx,2018,0.0,0,0.0,0.0,0.0,70,95.7143,84.2857,0.0,10.0,tx
980,084910008tx,084910tx,084tx,2018,0.0,0,0.0,0.0,0.0,285,37.8947,42.4561,21.4035,29.4737,tx
981,084910010tx,084910tx,084tx,2018,0.0,0,0.0,0.0,0.0,454,36.1233,33.2599,5.5066,25.5507,tx
986,086902001tx,086902tx,086tx,2018,0.0,0,0.0,0.0,0.0,210,30.9524,83.3333,0.4762,13.8095,tx
987,087901001tx,087901tx,087tx,2018,0.0,0,0.0,0.0,0.0,96,40.625,52.0833,0.0,47.9167,tx
988,088902001tx,088902tx,088tx,2018,0.0,0,0.0,0.0,0.0,435,41.8391,49.4253,5.0575,43.4483,tx
989,089903001tx,089903tx,089tx,2018,0.0,0,0.0,0.0,0.0,321,77.8816,22.1184,1.8692,75.7009,tx
991,090902001tx,090902tx,090tx,2018,0.0,0,0.0,0.0,0.0,59,57.6271,77.9661,0.0,15.2542,tx
994,091902001tx,091902tx,091tx,2018,0.0,0,0.0,0.0,0.0,191,39.7906,78.534,0.5236,19.8953,tx
995,091903002tx,091903tx,091tx,2018,0.0,0,0.0,0.0,0.0,58,74.1379,63.7931,5.1724,20.6897,tx
996,091907101tx,091907tx,091tx,2018,0.0,0,0.0,0.0,0.0,150,42.6667,72.0,0.0,20.6667,tx
998,091918001tx,091918tx,091tx,2018,0.0,0,0.0,0.0,0.0,222,40.0901,85.1351,1.3514,7.2072,tx
1002,093903001tx,093903tx,093tx,2018,0.0,0,0.0,0.0,0.0,147,34.6939,80.2721,4.0816,15.6463,tx
1004,093905001tx,093905tx,093tx,2018,0.0,0,0.0,0.0,0.0,63,53.9683,74.6032,12.6984,11.1111,tx
1005,094904001tx,094904tx,094tx,2018,0.0,0,0.0,0.0,0.0,457,41.3567,58.4245,2.1882,36.7615,tx
1006,094904003tx,094904tx,094tx,2018,0.0,0,0.0,0.0,0.0,16,56.25,50.0,6.25,37.5,tx
1007,095902001tx,095902tx,095tx,2018,0.0,0,0.0,0.0,0.0,41,48.7805,36.5854,0.0,63.4146,tx
1008,095904001tx,095904tx,095tx,2018,0.0,0,0.0,0.0,0.0,71,71.831,23.9437,0.0,76.0563,tx
1009,096905001tx,096905tx,096tx,2018,0.0,0,0.0,0.0,0.0,69,52.1739,60.8696,0.0,39.1304,tx
1010,098901001tx,098901tx,098tx,2018,0.0,0,0.0,0.0,0.0,135,55.5556,45.1852,0.0,52.5926,tx
1011,098904001tx,098904tx,098tx,2018,0.0,0,0.0,0.0,0.0,278,56.8345,30.9353,0.0,67.9856,tx
1018,101842001tx,101842tx,101tx,2018,0.0,0,0.0,0.0,0.0,40,55.0,27.5,2.5,67.5,tx
1020,101858004tx,101858tx,101tx,2018,0.0,0,0.0,0.0,0.0,618,60.6796,10.5178,16.8285,53.5599,tx
1021,101858005tx,101858tx,101tx,2018,0.0,0,0.0,0.0,0.0,298,59.396,17.1141,19.1275,45.302,tx
1022,101862004tx,101862tx,101tx,2018,0.0,0,0.0,0.0,0.0,162,50.6173,33.3333,23.4568,30.8642,tx
1023,101862005tx,101862tx,101tx,2018,0.0,0,0.0,0.0,0.0,243,40.3292,29.6296,27.1605,22.2222,tx
1024,101902008tx,101902tx,101tx,2018,0.0,0,0.0,0.0,0.0,414,92.9952,1.6908,13.7681,81.6425,tx
1027,101903006tx,101903tx,101tx,2018,0.0,0,0.0,0.0,0.0,815,65.1534,4.908,12.0245,17.4233,tx
1028,101903011tx,101903tx,101tx,2018,0.0,0,0.0,0.0,0.0,114,85.9649,0.8772,44.7368,54.386,tx
1032,101911006tx,101911tx,101tx,2018,0.0,0,0.0,0.0,0.0,204,81.8627,19.1176,27.451,51.4706,tx
1039,101912345tx,101912tx,101tx,2018,0.0,0,0.0,0.0,0.0,487,86.4476,1.0267,1.848,93.4292,tx
1040,101913005tx,101913tx,101tx,2018,0.0,0,0.0,0.0,0.0,431,38.051,29.9304,13.2251,46.8677,tx
1042,101914003tx,101914tx,101tx,2018,0.0,0,0.0,0.0,0.0,262,61.0687,30.916,24.8092,36.6412,tx
1043,101915038tx,101915tx,101tx,2018,0.0,0,0.0,0.0,0.0,422,66.8246,18.2464,37.6777,38.8626,tx
1046,101917014tx,101917tx,101tx,2018,0.0,0,0.0,0.0,0.0,435,86.8966,7.3563,13.5632,77.7011,tx
1047,101919018tx,101919tx,101tx,2018,0.0,0,0.0,0.0,0.0,1216,64.7204,8.6349,29.852,53.2072,tx
1051,102905001tx,102905tx,102tx,2018,0.0,0,0.0,0.0,0.0,248,41.5323,87.9032,3.2258,7.2581,tx
1052,103901001tx,103901tx,103tx,2018,0.0,0,0.0,0.0,0.0,48,60.4167,68.75,4.1667,25.0,tx
1053,103902001tx,103902tx,103tx,2018,0.0,0,0.0,0.0,0.0,71,47.8873,50.7042,0.0,49.2958,tx
1055,104903001tx,104903tx,104tx,2018,0.0,0,0.0,0.0,0.0,42,78.5714,50.0,0.0,45.2381,tx
1056,104907001tx,104907tx,104tx,2018,0.0,0,0.0,0.0,0.0,43,86.0465,62.7907,0.0,34.8837,tx
1061,107907001tx,107907tx,107tx,2018,0.0,0,0.0,0.0,0.0,61,59.0164,65.5738,14.7541,11.4754,tx
1066,108807001tx,108807tx,108tx,2018,0.0,0,0.0,0.0,0.0,390,89.4872,3.5897,0.2564,95.1282,tx
1067,108807002tx,108807tx,108tx,2018,0.0,0,0.0,0.0,0.0,393,89.313,3.8168,1.0178,91.6031,tx
1068,108807003tx,108807tx,108tx,2018,0.0,0,0.0,0.0,0.0,405,88.642,1.7284,0.2469,96.7901,tx
1069,108807004tx,108807tx,108tx,2018,0.0,0,0.0,0.0,0.0,434,94.9309,1.6129,0.6912,97.4654,tx
1070,108807005tx,108807tx,108tx,2018,0.0,0,0.0,0.0,0.0,404,77.7228,5.9406,0.0,91.8317,tx
1071,108807006tx,108807tx,108tx,2018,0.0,0,0.0,0.0,0.0,383,93.7337,1.0444,0.2611,97.6501,tx
1073,108807008tx,108807tx,108tx,2018,0.0,0,0.0,0.0,0.0,394,90.6091,1.0152,0.0,98.4772,tx
1074,108807009tx,108807tx,108tx,2018,0.0,0,0.0,0.0,0.0,388,83.5052,2.0619,0.7732,95.8763,tx
1075,108807010tx,108807tx,108tx,2018,0.0,0,0.0,0.0,0.0,430,92.093,1.6279,0.4651,97.907,tx
1076,108807011tx,108807tx,108tx,2018,0.0,0,0.0,0.0,0.0,319,82.7586,3.7618,0.0,95.2978,tx
1079,108807018tx,108807tx,108tx,2018,0.0,0,0.0,0.0,0.0,82,92.6829,3.6585,1.2195,95.122,tx
1084,108807035tx,108807tx,108tx,2018,0.0,0,0.0,0.0,0.0,306,91.5033,1.634,1.9608,96.4052,tx
1088,108903001tx,108903tx,108tx,2018,0.0,1,0.0,0.0,0.0,1485,99.7306,0.3367,0.2694,99.3939,tx
1089,108906005tx,108906tx,108tx,2018,0.0,0,0.0,0.0,0.0,119,84.0336,3.3613,1.6807,94.958,tx
1090,108906011tx,108906tx,108tx,2018,0.0,0,0.0,0.0,0.0,504,72.619,0.9921,0.0,97.0238,tx
1091,108907006tx,108907tx,108tx,2018,0.0,0,0.0,0.0,0.0,423,78.487,0.4728,0.2364,98.818,tx
1094,108908004tx,108908tx,108tx,2018,0.0,0,0.0,0.0,0.0,437,89.2449,0.2288,0.0,99.7712,tx
1095,108908039tx,108908tx,108tx,2018,0.0,0,0.0,0.0,0.0,178,92.6966,0.5618,0.0,98.8764,tx
1096,108909009tx,108909tx,108tx,2018,0.0,0,0.0,0.0,0.0,813,83.2718,0.369,0.369,98.647,tx
1097,108911008tx,108911tx,108tx,2018,0.0,0,0.0,0.0,0.0,401,64.5885,1.4963,0.2494,96.01,tx
1104,109901001tx,109901tx,109tx,2018,0.0,0,0.0,0.0,0.0,96,16.6667,83.3333,0.0,13.5417,tx
1105,109902001tx,109902tx,109tx,2018,0.0,0,0.0,0.0,0.0,65,60.0,56.9231,7.6923,30.7692,tx
1106,109903001tx,109903tx,109tx,2018,0.0,0,0.0,0.0,0.0,101,46.5347,77.2277,0.0,18.8119,tx
1111,109914001tx,109914tx,109tx,2018,0.0,0,0.0,0.0,0.0,86,69.7674,63.9535,1.1628,33.7209,tx
1112,110901001tx,110901tx,110tx,2018,0.0,0,0.0,0.0,0.0,67,80.597,19.403,2.9851,77.6119,tx
1114,110906001tx,110906tx,110tx,2018,0.0,0,0.0,0.0,0.0,146,59.589,45.8904,0.6849,50.6849,tx
1115,110907001tx,110907tx,110tx,2018,0.0,0,0.0,0.0,0.0,193,32.1244,47.1503,0.0,51.2953,tx
1116,110908001tx,110908tx,110tx,2018,0.0,0,0.0,0.0,0.0,49,46.9388,48.9796,4.0816,44.898,tx
1117,111902003tx,111902tx,111tx,2018,0.0,0,0.0,0.0,0.0,104,43.2692,86.5385,0.9615,8.6538,tx
1118,112906001tx,112906tx,112tx,2018,0.0,0,0.0,0.0,0.0,163,58.2822,68.7117,0.6135,23.9264,tx
1119,112907001tx,112907tx,112tx,2018,0.0,0,0.0,0.0,0.0,93,50.5376,68.8172,1.0753,25.8065,tx
1120,112909001tx,112909tx,112tx,2018,0.0,0,0.0,0.0,0.0,72,70.8333,72.2222,2.7778,25.0,tx
1121,112910001tx,112910tx,112tx,2018,0.0,0,0.0,0.0,0.0,72,61.1111,77.7778,4.1667,11.1111,tx
1123,114902001tx,114902tx,114tx,2018,0.0,0,0.0,0.0,0.0,269,36.803,65.4275,0.0,30.4833,tx
1126,116902001tx,116902tx,116tx,2018,0.0,0,0.0,0.0,0.0,182,51.0989,80.2198,0.5495,15.3846,tx
1127,116905004tx,116905tx,116tx,2018,0.0,0,0.0,0.0,0.0,31,70.9677,35.4839,29.0323,32.2581,tx
1129,116909001tx,116909tx,116tx,2018,0.0,0,0.0,0.0,0.0,211,47.8673,71.564,4.2654,20.8531,tx
1131,116915001tx,116915tx,116tx,2018,0.0,0,0.0,0.0,0.0,222,45.9459,52.7027,1.8018,43.6937,tx
1132,117904001tx,117904tx,117tx,2018,0.0,0,0.0,0.0,0.0,226,38.4956,72.5664,1.3274,22.5664,tx
1133,118902001tx,118902tx,118tx,2018,0.0,0,0.0,0.0,0.0,93,30.1075,63.4409,3.2258,32.2581,tx
1136,120901001tx,120901tx,120tx,2018,0.0,0,0.0,0.0,0.0,482,54.3568,42.7386,13.6929,40.6639,tx
1137,120901004tx,120901tx,120tx,2018,0.0,0,0.0,0.0,0.0,55,72.7273,30.9091,21.8182,43.6364,tx
1142,123908002tx,123908tx,123tx,2018,0.0,0,0.0,0.0,0.0,41,53.6585,53.6585,12.1951,29.2683,tx
1143,123910006tx,123910tx,123tx,2018,0.0,0,0.0,0.0,0.0,219,94.5205,3.653,84.0183,9.589,tx
1146,123913001tx,123913tx,123tx,2018,0.0,0,0.0,0.0,0.0,143,86.014,32.8671,23.7762,40.5594,tx
1148,126902007tx,126902tx,126tx,2018,0.0,0,0.0,0.0,0.0,149,45.6376,57.047,6.0403,28.1879,tx
1149,126904001tx,126904tx,126tx,2018,0.0,0,0.0,0.0,0.0,386,29.0155,79.2746,2.8497,14.5078,tx
1150,126905002tx,126905tx,126tx,2018,0.0,0,0.0,0.0,0.0,71,66.1972,74.6479,0.0,21.1268,tx
1151,126905003tx,126905tx,126tx,2018,0.0,0,0.0,0.0,0.0,439,54.2141,69.0205,0.9112,26.6515,tx
1156,127905001tx,127905tx,127tx,2018,0.0,0,0.0,0.0,0.0,40,75.0,67.5,0.0,25.0,tx
1158,128904001tx,128904tx,128tx,2018,0.0,0,0.0,0.0,0.0,110,11.8182,77.2727,0.0,20.9091,tx
1165,132902001tx,132902tx,132tx,2018,0.0,0,0.0,0.0,0.0,41,39.0244,65.8537,2.439,31.7073,tx
1168,134901001tx,134901tx,134tx,2018,0.0,0,0.0,0.0,0.0,186,45.6989,55.3763,0.5376,41.9355,tx
1169,135001001tx,135001tx,135tx,2018,0.0,0,0.0,0.0,0.0,31,0.0,87.0968,0.0,12.9032,tx
1171,138902001tx,138902tx,138tx,2018,0.0,0,0.0,0.0,0.0,89,70.7865,43.8202,6.7416,47.191,tx
1173,138904001tx,138904tx,138tx,2018,0.0,0,0.0,0.0,0.0,38,57.8947,63.1579,0.0,34.2105,tx
1176,140908001tx,140908tx,140tx,2018,0.0,0,0.0,0.0,0.0,124,43.5484,46.7742,0.8065,50.0,tx
1178,141902001tx,141902tx,141tx,2018,0.0,0,0.0,0.0,0.0,77,66.2338,53.2468,1.2987,40.2597,tx
1180,143903001tx,143903tx,143tx,2018,0.0,0,0.0,0.0,0.0,217,29.9539,76.0369,6.4516,16.129,tx
1182,144902001tx,144902tx,144tx,2018,0.0,0,0.0,0.0,0.0,303,40.9241,68.9769,10.5611,15.5116,tx
1185,145907002tx,145907tx,145tx,2018,0.0,0,0.0,0.0,0.0,64,78.125,59.375,23.4375,14.0625,tx
1188,147901001tx,147901tx,147tx,2018,0.0,0,0.0,0.0,0.0,96,76.0417,25.0,25.0,47.9167,tx
1191,148905101tx,148905tx,148tx,2018,0.0,0,0.0,0.0,0.0,27,55.5556,59.2593,0.0,33.3333,tx
1192,152901007tx,152901tx,152tx,2018,0.0,0,0.0,0.0,0.0,275,74.5455,13.8182,27.6364,55.6364,tx
1194,152901024tx,152901tx,152tx,2018,0.0,0,0.0,0.0,0.0,193,33.1606,40.9326,17.6166,36.7876,tx
1195,152902001tx,152902tx,152tx,2018,0.0,0,0.0,0.0,0.0,234,55.5556,47.8632,1.2821,48.2906,tx
1199,153907001tx,153907tx,153tx,2018,0.0,0,0.0,0.0,0.0,47,78.7234,27.6596,0.0,72.3404,tx
1200,154901001tx,154901tx,154tx,2018,0.0,0,0.0,0.0,0.0,684,62.5731,45.3216,18.5673,33.6257,tx
1201,156905001tx,156905tx,156tx,2018,0.0,0,0.0,0.0,0.0,70,28.5714,50.0,0.0,47.1429,tx
1202,157901001tx,157901tx,157tx,2018,0.0,0,0.0,0.0,0.0,225,42.6667,64.0,0.0,35.5556,tx
1207,160904001tx,160904tx,160tx,2018,0.0,0,0.0,0.0,0.0,42,52.381,76.1905,0.0,21.4286,tx
1209,161807006tx,161807tx,161tx,2018,0.0,0,0.0,0.0,0.0,301,47.1761,31.5615,24.5847,29.5681,tx
1210,161901001tx,161901tx,161tx,2018,0.0,0,0.0,0.0,0.0,176,18.1818,92.6136,0.0,5.1136,tx
1211,161907001tx,161907tx,161tx,2018,0.0,0,0.0,0.0,0.0,587,21.4651,83.3049,1.0221,13.1175,tx
1218,161920001tx,161920tx,161tx,2018,0.0,0,0.0,0.0,0.0,847,21.3695,73.3176,5.6671,16.8831,tx
1219,161920002tx,161920tx,161tx,2018,0.0,0,0.0,0.0,0.0,20,55.0,80.0,0.0,20.0,tx
1220,161923001tx,161923tx,161tx,2018,0.0,0,0.0,0.0,0.0,201,32.8358,65.1741,7.4627,23.8806,tx
1221,162904001tx,162904tx,162tx,2018,0.0,0,0.0,0.0,0.0,79,16.4557,64.557,0.0,34.1772,tx
1222,163908001tx,163908tx,163tx,2018,0.0,0,0.0,0.0,0.0,1550,46.0,33.871,3.9355,58.6452,tx
1223,164901001tx,164901tx,164tx,2018,0.0,0,0.0,0.0,0.0,94,67.0213,40.4255,1.0638,58.5106,tx
1224,165901006tx,165901tx,165tx,2018,0.0,0,0.0,0.0,0.0,300,46.0,17.3333,3.3333,73.0,tx
1225,165901030tx,165901tx,165tx,2018,0.0,0,0.0,0.0,0.0,36,77.7778,5.5556,22.2222,72.2222,tx
1227,166905001tx,166905tx,166tx,2018,0.0,0,0.0,0.0,0.0,229,44.1048,75.9825,0.8734,21.3974,tx
1231,167904001tx,167904tx,167tx,2018,0.0,0,0.0,0.0,0.0,36,63.8889,77.7778,0.0,22.2222,tx
1232,168901001tx,168901tx,168tx,2018,0.0,0,0.0,0.0,0.0,254,50.3937,37.0079,10.2362,50.0,tx
1234,168902001tx,168902tx,168tx,2018,0.0,0,0.0,0.0,0.0,42,73.8095,33.3333,9.5238,57.1429,tx
1235,168903001tx,168903tx,168tx,2018,0.0,0,0.0,0.0,0.0,75,32.0,61.3333,0.0,36.0,tx
1236,169906001tx,169906tx,169tx,2018,0.0,0,0.0,0.0,0.0,40,52.5,87.5,2.5,0.0,tx
1237,169909001tx,169909tx,169tx,2018,0.0,0,0.0,0.0,0.0,54,59.2593,90.7407,0.0,5.5556,tx
1239,169911001tx,169911tx,169tx,2018,0.0,0,0.0,0.0,0.0,91,54.9451,79.1209,0.0,18.6813,tx
1240,170908002tx,170908tx,170tx,2018,0.0,0,0.0,0.0,0.0,139,78.4173,37.4101,10.0719,48.9209,tx
1243,173901001tx,173901tx,173tx,2018,0.0,0,0.0,0.0,0.0,50,66.0,74.0,0.0,24.0,tx
1244,174901001tx,174901tx,174tx,2018,0.0,0,0.0,0.0,0.0,116,62.069,76.7241,5.1724,16.3793,tx
1249,175904001tx,175904tx,175tx,2018,0.0,0,0.0,0.0,0.0,149,59.7315,72.4832,8.7248,17.4497,tx
1252,177901001tx,177901tx,177tx,2018,0.0,0,0.0,0.0,0.0,144,45.1389,40.9722,1.3889,52.0833,tx
1253,177903001tx,177903tx,177tx,2018,0.0,0,0.0,0.0,0.0,62,24.1935,77.4194,0.0,19.3548,tx
1254,177905001tx,177905tx,177tx,2018,0.0,0,0.0,0.0,0.0,61,26.2295,81.9672,0.0,16.3934,tx
1255,178904008tx,178904tx,178tx,2018,0.0,0,0.0,0.0,0.0,405,81.4815,11.1111,2.716,81.9753,tx
1257,178904054tx,178904tx,178tx,2018,0.0,0,0.0,0.0,0.0,308,85.7143,8.4416,5.1948,85.7143,tx
1258,178904143tx,178904tx,178tx,2018,0.0,0,0.0,0.0,0.0,86,84.8837,16.2791,3.4884,76.7442,tx
1260,178912002tx,178912tx,178tx,2018,0.0,0,0.0,0.0,0.0,63,74.6032,7.9365,0.0,90.4762,tx
1264,182901001tx,182901tx,182tx,2018,0.0,0,0.0,0.0,0.0,68,50.0,75.0,1.4706,19.1176,tx
1265,182904001tx,182904tx,182tx,2018,0.0,0,0.0,0.0,0.0,152,44.0789,84.2105,0.6579,13.8158,tx
1267,184907009tx,184907tx,184tx,2018,0.0,0,0.0,0.0,0.0,477,14.4654,81.3417,1.8868,12.369,tx
1268,184909001tx,184909tx,184tx,2018,0.0,0,0.0,0.0,0.0,427,6.089,88.2904,1.6393,7.26,tx
1270,185904001tx,185904tx,185tx,2018,0.0,0,0.0,0.0,0.0,42,66.6667,57.1429,0.0,40.4762,tx
1271,186901001tx,186901tx,186tx,2018,0.0,0,0.0,0.0,0.0,69,49.2754,27.5362,1.4493,71.0145,tx
1272,186903001tx,186903tx,186tx,2018,0.0,0,0.0,0.0,0.0,120,28.3333,35.0,0.8333,60.8333,tx
1273,187901001tx,187901tx,187tx,2018,0.0,0,0.0,0.0,0.0,159,47.7987,66.6667,0.0,6.9182,tx
1275,187906001tx,187906tx,187tx,2018,0.0,0,0.0,0.0,0.0,60,83.3333,41.6667,23.3333,26.6667,tx
1276,187910001tx,187910tx,187tx,2018,0.0,0,0.0,0.0,0.0,302,73.5099,86.755,2.9801,7.947,tx
