,schoolcode,lowincome,black,hispanic,white,countycode,districtcode,year,totaltested,elapass,hybridper,virtualper,schoolmode,charter,state
3176,31669283135308ca,20.0,3.17,18.83,57.32,31ca,31ca66928ca,2017,417,74.1,0.0,0.0,0.0,0,ca
3177,31669283135308ca,26.3,2.71,18.65,56.26,31ca,31ca66928ca,2018,477,72.75,0.0,0.0,0.0,0,ca
3178,31669283135308ca,24.8,3.23,19.52,53.08,31ca,31ca66928ca,2019,453,81.02,0.0,0.0,0.0,0,ca
3179,31669283135308ca,27.2,2.45,23.32,48.75,31ca,31ca66928ca,2021,437,75.74,0.27,0.18,0.32,0,ca
3180,31669283136504ca,32.9,3.47,22.91,60.37,31ca,31ca66928ca,2015,404,77.0,0.0,0.0,0.0,0,ca
3181,31669283136504ca,32.0,3.67,23.81,59.2,31ca,31ca66928ca,2016,462,76.0,0.0,0.0,0.0,0,ca
3182,31669283136504ca,25.8,3.94,23.96,60.01,31ca,31ca66928ca,2017,512,76.37,0.0,0.0,0.0,0,ca
3183,31669283136504ca,30.1,3.73,24.84,58.34,31ca,31ca66928ca,2018,404,71.78,0.0,0.0,0.0,0,ca
3184,31669283136504ca,27.4,3.56,24.8,57.98,31ca,31ca66928ca,2019,469,71.64,0.0,0.0,0.0,0,ca
3185,31669283136504ca,31.2,3.08,26.59,53.49,31ca,31ca66928ca,2021,434,68.66,0.27,0.18,0.32,0,ca
3186,31669443130010ca,39.1,0.31,40.62,56.0,31ca,31ca66944ca,2015,73,63.0,0.0,0.0,0.0,0,ca
3187,31669443130010ca,45.3,0.28,40.33,55.8,31ca,31ca66944ca,2016,91,78.0,0.0,0.0,0.0,0,ca
3188,31669443130010ca,41.4,0.25,40.45,55.03,31ca,31ca66944ca,2017,68,72.06,0.0,0.0,0.0,0,ca
3189,31669443130010ca,42.8,0.0,42.89,51.72,31ca,31ca66944ca,2018,100,66.0,0.0,0.0,0.0,0,ca
3190,31669443130010ca,42.2,0.0,41.82,53.5,31ca,31ca66944ca,2019,102,48.04,0.0,0.0,0.0,0,ca
3191,31669443130010ca,44.7,0.0,41.74,53.12,31ca,31ca66944ca,2021,101,66.34,0.27,0.45,0.59,0,ca
3192,31669443138500ca,33.3,0.76,33.49,62.25,31ca,31ca66944ca,2015,129,60.0,0.0,0.0,0.0,0,ca
3193,31669443138500ca,31.1,0.57,33.72,62.27,31ca,31ca66944ca,2016,161,63.0,0.0,0.0,0.0,0,ca
3194,31669443138500ca,27.4,0.56,34.41,61.26,31ca,31ca66944ca,2017,157,61.15,0.0,0.0,0.0,0,ca
3195,31669443138500ca,33.4,0.41,33.65,62.09,31ca,31ca66944ca,2018,175,53.71,0.0,0.0,0.0,0,ca
3196,31669443138500ca,30.1,0.54,32.8,61.85,31ca,31ca66944ca,2019,158,65.19,0.0,0.0,0.0,0,ca
3197,31669443138500ca,34.6,0.73,32.73,60.85,31ca,31ca66944ca,2021,158,61.39,0.27,0.45,0.59,0,ca
3198,31669513130168ca,58.8,3.93,12.54,75.15,31ca,31ca66951ca,2015,114,42.0,0.0,0.0,0.0,1,ca
3199,31669513130168ca,44.3,3.58,14.78,67.01,31ca,31ca66951ca,2016,130,43.0,0.0,0.0,0.0,1,ca
3200,31669513130168ca,41.7,2.72,15.02,65.83,31ca,31ca66951ca,2017,114,52.63,0.0,0.0,0.0,1,ca
3201,31669513130168ca,47.3,2.27,15.74,62.89,31ca,31ca66951ca,2018,151,47.68,0.0,0.0,0.0,1,ca
3202,31669513130168ca,44.9,3.1,19.39,59.55,31ca,31ca66951ca,2019,239,52.72,0.0,0.0,0.0,1,ca
3203,31669513130168ca,43.1,3.84,22.4,57.53,31ca,31ca66951ca,2021,184,67.93,0.27,0.18,0.32,1,ca
3204,31669513134657ca,34.4,1.34,30.25,57.33,31ca,31ca66951ca,2015,334,54.0,0.0,0.0,0.0,0,ca
3205,31669513134657ca,30.9,1.39,30.56,57.54,31ca,31ca66951ca,2016,387,79.0,0.0,0.0,0.0,0,ca
3206,31669513134657ca,29.1,2.24,29.31,57.64,31ca,31ca66951ca,2017,430,75.58,0.0,0.0,0.0,0,ca
3207,31669513134657ca,29.2,2.1,28.69,57.89,31ca,31ca66951ca,2018,408,69.12,0.0,0.0,0.0,0,ca
3208,31669513134657ca,29.3,2.33,29.19,57.19,31ca,31ca66951ca,2019,458,63.97,0.0,0.0,0.0,0,ca
3209,31669513134657ca,35.5,2.39,30.27,57.02,31ca,31ca66951ca,2021,430,66.98,0.0,0.18,0.18,0,ca
3210,31750850108084ca,20.4,1.82,12.56,65.94,31ca,31ca75085ca,2015,457,89.0,0.0,0.0,0.0,0,ca
3211,31750850108084ca,18.2,1.78,12.7,64.72,31ca,31ca75085ca,2016,459,83.0,0.0,0.0,0.0,0,ca
3212,31750850108084ca,16.4,1.99,14.13,62.71,31ca,31ca75085ca,2017,437,81.24,0.0,0.0,0.0,0,ca
3213,31750850108084ca,18.7,2.09,16.45,59.91,31ca,31ca75085ca,2018,450,78.67,0.0,0.0,0.0,0,ca
3214,31750850108084ca,15.3,2.09,17.1,58.14,31ca,31ca75085ca,2019,437,77.35,0.0,0.0,0.0,0,ca
3215,31750850108084ca,14.8,2.13,16.61,56.95,31ca,31ca75085ca,2021,415,70.12,0.27,0.18,0.32,0,ca
3216,31750850119487ca,8.1,1.23,11.34,60.25,31ca,31ca75085ca,2015,64,56.0,0.0,0.0,0.0,1,ca
3217,31750850119487ca,10.2,1.62,12.94,59.7,31ca,31ca75085ca,2016,110,88.0,0.0,0.0,0.0,1,ca
3218,31750850119487ca,9.7,1.59,13.11,57.75,31ca,31ca75085ca,2017,119,82.35,0.0,0.0,0.0,1,ca
3219,31750850119487ca,13.3,1.69,12.73,56.75,31ca,31ca75085ca,2018,120,72.5,0.0,0.0,0.0,1,ca
3220,31750850119487ca,10.9,1.27,12.56,53.68,31ca,31ca75085ca,2019,129,92.25,0.0,0.0,0.0,1,ca
3221,31750850119487ca,10.6,1.49,13.17,50.06,31ca,31ca75085ca,2021,152,79.61,0.27,0.18,0.32,1,ca
3222,31750853130150ca,13.9,1.23,14.0,70.19,31ca,31ca75085ca,2015,420,88.0,0.0,0.0,0.0,0,ca
3223,31750853130150ca,13.3,1.28,14.64,67.8,31ca,31ca75085ca,2016,447,86.0,0.0,0.0,0.0,0,ca
3224,31750853130150ca,11.7,1.31,14.85,67.55,31ca,31ca75085ca,2017,444,86.71,0.0,0.0,0.0,0,ca
3225,31750853130150ca,14.8,1.35,13.95,67.37,31ca,31ca75085ca,2018,462,75.97,0.0,0.0,0.0,0,ca
3226,31750853130150ca,13.6,1.75,14.75,65.23,31ca,31ca75085ca,2019,487,76.18,0.0,0.0,0.0,0,ca
3227,31750853130150ca,16.1,1.79,14.42,65.34,31ca,31ca75085ca,2021,381,69.03,0.27,0.18,0.32,0,ca
3228,31750853130200ca,22.5,0.0,19.51,65.85,31ca,31ca75085ca,2015,36,61.0,0.0,0.0,0.0,0,ca
3229,31750853130200ca,38.3,0.0,16.44,72.6,31ca,31ca75085ca,2016,29,41.0,0.0,0.0,0.0,0,ca
3230,31750853130200ca,38.7,2.74,20.55,58.9,31ca,31ca75085ca,2017,34,14.71,0.0,0.0,0.0,0,ca
3231,31750853130200ca,42.9,2.63,18.42,57.89,31ca,31ca75085ca,2018,35,17.14,0.0,0.0,0.0,0,ca
3232,31750853130200ca,36.1,5.33,20.0,60.0,31ca,31ca75085ca,2019,41,24.39,0.0,0.0,0.0,0,ca
3233,31750853130200ca,46.4,1.37,21.92,71.23,31ca,31ca75085ca,2021,43,41.86,0.27,0.18,0.32,0,ca
3234,32669693230083ca,66.5,1.49,5.97,83.58,32ca,32ca66969ca,2015,25,40.0,0.0,0.0,0.0,1,ca
3235,32669693230083ca,64.8,1.81,7.23,81.33,32ca,32ca66969ca,2016,25,84.0,0.0,0.0,0.0,1,ca
3236,32669693230083ca,54.2,0.93,9.35,77.26,32ca,32ca66969ca,2017,29,55.17,0.0,0.0,0.0,1,ca
3237,32669693230083ca,57.5,1.29,12.22,75.88,32ca,32ca66969ca,2018,29,44.83,0.0,0.0,0.0,1,ca
3238,32669693230083ca,52.5,0.0,11.41,77.18,32ca,32ca66969ca,2019,16,50.0,0.0,0.0,0.0,1,ca
3239,32669693230083ca,43.2,0.53,12.03,74.6,32ca,32ca66969ca,2021,22,63.64,0.36,0.45,0.64,1,ca
3240,32669693232006ca,35.5,0.56,11.86,81.36,32ca,32ca66969ca,2015,26,62.0,0.0,0.0,0.0,0,ca
3241,32669693232006ca,41.5,0.61,11.04,79.14,32ca,32ca66969ca,2016,25,64.0,0.0,0.0,0.0,0,ca
3242,32669693232006ca,40.1,1.27,13.92,72.78,32ca,32ca66969ca,2017,23,82.61,0.0,0.0,0.0,0,ca
3243,32669693232006ca,52.4,0.58,13.87,74.57,32ca,32ca66969ca,2018,26,76.92,0.0,0.0,0.0,0,ca
3244,32669693232006ca,43.9,0.63,13.84,76.1,32ca,32ca66969ca,2019,21,71.43,0.0,0.0,0.0,0,ca
3245,32669693232006ca,54.5,0.0,12.7,79.37,32ca,32ca66969ca,2021,11,72.73,0.36,0.45,0.64,0,ca
3246,32669693235603ca,47.7,0.0,24.79,67.36,32ca,32ca66969ca,2015,36,56.0,0.0,0.0,0.0,0,ca
3247,32669693235603ca,48.0,0.0,27.67,64.82,32ca,32ca66969ca,2016,36,83.0,0.0,0.0,0.0,0,ca
3248,32669693235603ca,47.6,0.4,28.57,63.89,32ca,32ca66969ca,2017,29,75.86,0.0,0.0,0.0,0,ca
3249,32669693235603ca,51.8,0.38,29.01,64.12,32ca,32ca66969ca,2018,32,53.13,0.0,0.0,0.0,0,ca
3250,32669693235603ca,47.6,0.36,26.79,66.79,32ca,32ca66969ca,2019,38,60.53,0.0,0.0,0.0,0,ca
3251,32669693235603ca,63.4,1.03,31.62,60.14,32ca,32ca66969ca,2021,37,67.57,0.36,0.45,0.64,0,ca
3252,32669693236007ca,27.6,0.91,6.08,85.41,32ca,32ca66969ca,2015,53,68.0,0.0,0.0,0.0,0,ca
3253,32669693236007ca,22.3,2.53,6.65,84.49,32ca,32ca66969ca,2016,40,53.0,0.0,0.0,0.0,0,ca
3254,32669693236007ca,26.2,2.23,6.37,82.8,32ca,32ca66969ca,2017,45,64.44,0.0,0.0,0.0,0,ca
3255,32669693236007ca,34.4,2.99,5.98,84.72,32ca,32ca66969ca,2018,40,47.5,0.0,0.0,0.0,0,ca
3256,32669693236007ca,34.2,3.07,8.53,81.91,32ca,32ca66969ca,2019,41,56.1,0.0,0.0,0.0,0,ca
3257,32669693236007ca,52.9,1.99,9.3,76.41,32ca,32ca66969ca,2021,39,53.85,0.36,0.45,0.64,0,ca
3258,33103303331055ca,77.1,10.4,68.07,16.42,33ca,33ca10330ca,2015,100,11.0,0.0,0.0,0.0,0,ca
3259,33103303331055ca,86.1,10.36,73.08,11.83,33ca,33ca10330ca,2016,93,9.0,0.0,0.0,0.0,0,ca
3260,33103303331055ca,86.3,16.89,69.87,9.6,33ca,33ca10330ca,2017,91,6.59,0.0,0.0,0.0,0,ca
3261,33103303331055ca,92.7,15.16,70.97,10.0,33ca,33ca10330ca,2018,92,6.52,0.0,0.0,0.0,0,ca
3262,33103303331055ca,88.1,14.66,70.03,11.73,33ca,33ca10330ca,2019,93,6.45,0.0,0.0,0.0,0,ca
3263,33103303331055ca,86.8,8.94,77.24,7.72,33ca,33ca10330ca,2021,61,4.92,0.27,0.73,0.86,0,ca
3264,33669933330479ca,57.1,5.7,49.32,34.77,33ca,33ca66993ca,2015,496,56.0,0.0,0.0,0.0,0,ca
3265,33669933330479ca,57.7,5.89,49.57,34.19,33ca,33ca66993ca,2016,573,58.0,0.0,0.0,0.0,0,ca
3266,33669933330479ca,56.9,6.62,51.08,32.29,33ca,33ca66993ca,2017,578,62.46,0.0,0.0,0.0,0,ca
3267,33669933330479ca,59.0,7.53,49.31,32.72,33ca,33ca66993ca,2018,597,59.46,0.0,0.0,0.0,0,ca
3268,33669933330479ca,57.0,7.38,51.68,30.13,33ca,33ca66993ca,2019,577,52.34,0.0,0.0,0.0,0,ca
3269,33669933330479ca,56.6,6.88,55.92,25.0,33ca,33ca66993ca,2021,345,62.9,0.0,1.0,1.0,0,ca
3270,33669933330842ca,82.6,6.1,63.41,26.83,33ca,33ca66993ca,2015,62,8.0,0.0,0.0,0.0,0,ca
3271,33669933330842ca,70.7,10.94,62.5,22.66,33ca,33ca66993ca,2016,64,13.0,0.0,0.0,0.0,0,ca
3272,33669933330842ca,70.1,6.93,63.37,27.72,33ca,33ca66993ca,2017,48,0.0,0.0,0.0,0.0,0,ca
3273,33669933330842ca,70.8,5.88,58.82,27.06,33ca,33ca66993ca,2018,62,6.45,0.0,0.0,0.0,0,ca
3274,33669933330842ca,69.1,7.34,61.47,27.52,33ca,33ca66993ca,2019,84,9.52,0.0,0.0,0.0,0,ca
3275,33669933330842ca,60.6,8.96,61.19,23.88,33ca,33ca66993ca,2021,24,12.5,0.0,1.0,1.0,0,ca
3276,33670580114504ca,66.8,1.89,74.84,22.33,33ca,33ca67058ca,2015,106,23.0,0.0,0.0,0.0,0,ca
3277,33670580114504ca,72.2,1.75,76.14,21.05,33ca,33ca67058ca,2016,121,29.0,0.0,0.0,0.0,0,ca
3278,33670580114504ca,66.4,2.71,72.2,22.37,33ca,33ca67058ca,2017,136,30.15,0.0,0.0,0.0,0,ca
3279,33670580114504ca,76.1,2.4,75.0,19.86,33ca,33ca67058ca,2018,146,32.19,0.0,0.0,0.0,0,ca
3280,33670580114504ca,73.9,2.96,75.33,17.43,33ca,33ca67058ca,2019,122,40.16,0.0,0.0,0.0,0,ca
3281,33670580114504ca,74.1,0.47,83.41,11.85,33ca,33ca67058ca,2021,68,27.94,0.36,0.64,0.82,0,ca
3282,33670580118885ca,70.5,1.99,82.07,13.78,33ca,33ca67058ca,2015,417,60.0,0.0,0.0,0.0,0,ca
3283,33670580118885ca,64.0,2.24,81.11,14.01,33ca,33ca67058ca,2016,458,57.0,0.0,0.0,0.0,0,ca
3284,33670580118885ca,66.2,1.86,81.73,13.69,33ca,33ca67058ca,2017,438,67.35,0.0,0.0,0.0,0,ca
3285,33670580118885ca,65.1,1.71,81.43,13.81,33ca,33ca67058ca,2018,510,55.1,0.0,0.0,0.0,0,ca
3286,33670580118885ca,62.5,1.82,79.92,14.18,33ca,33ca67058ca,2019,471,52.87,0.0,0.0,0.0,0,ca
3287,33670580118885ca,55.1,1.46,81.06,12.41,33ca,33ca67058ca,2021,274,53.28,0.36,0.64,0.82,0,ca
3288,33670583330388ca,42.9,1.54,42.21,46.68,33ca,33ca67058ca,2015,443,79.0,0.0,0.0,0.0,0,ca
3289,33670583330388ca,40.1,2.16,43.58,45.48,33ca,33ca67058ca,2016,471,86.0,0.0,0.0,0.0,0,ca
3290,33670583330388ca,44.7,2.62,44.21,43.55,33ca,33ca67058ca,2017,440,81.59,0.0,0.0,0.0,0,ca
3291,33670583330388ca,46.7,2.38,45.08,41.89,33ca,33ca67058ca,2018,423,76.36,0.0,0.0,0.0,0,ca
3292,33670583330388ca,44.8,2.45,46.48,40.69,33ca,33ca67058ca,2019,436,66.74,0.0,0.0,0.0,0,ca
3293,33670583330388ca,42.7,1.64,48.0,38.89,33ca,33ca67058ca,2021,422,67.54,0.36,0.64,0.82,0,ca
3294,33670583330669ca,52.9,2.59,63.72,28.25,33ca,33ca67058ca,2015,624,76.0,0.0,0.0,0.0,0,ca
3295,33670583330669ca,49.8,2.77,65.91,25.8,33ca,33ca67058ca,2016,559,78.0,0.0,0.0,0.0,0,ca
3296,33670583330669ca,51.1,2.51,67.22,24.23,33ca,33ca67058ca,2017,587,74.79,0.0,0.0,0.0,0,ca
3297,33670583330669ca,54.2,2.16,67.78,23.23,33ca,33ca67058ca,2018,604,63.25,0.0,0.0,0.0,0,ca
3298,33670583330669ca,52.7,1.78,69.45,21.48,33ca,33ca67058ca,2019,584,57.53,0.0,0.0,0.0,0,ca
3299,33670583330669ca,54.0,1.23,73.56,18.4,33ca,33ca67058ca,2021,449,65.48,0.36,0.64,0.82,0,ca
3300,33670583333192ca,87.7,1.55,94.53,2.47,33ca,33ca67058ca,2015,377,44.0,0.0,0.0,0.0,0,ca
3301,33670583333192ca,83.7,1.47,94.97,2.41,33ca,33ca67058ca,2016,424,48.0,0.0,0.0,0.0,0,ca
3302,33670583333192ca,87.6,1.38,94.76,2.32,33ca,33ca67058ca,2017,361,48.2,0.0,0.0,0.0,0,ca
3303,33670583333192ca,88.8,1.21,94.56,2.47,33ca,33ca67058ca,2018,456,40.57,0.0,0.0,0.0,0,ca
3304,33670583333192ca,81.5,0.87,94.82,2.76,33ca,33ca67058ca,2019,411,39.66,0.0,0.0,0.0,0,ca
3305,33670583333192ca,90.5,0.77,94.41,2.8,33ca,33ca67058ca,2021,233,42.06,0.36,0.64,0.82,0,ca
3306,33670820106716ca,79.9,1.53,34.97,56.44,33ca,33ca67082ca,2015,81,38.0,0.0,0.0,0.0,0,ca
3307,33670820106716ca,80.5,1.34,39.13,50.84,33ca,33ca67082ca,2016,82,56.0,0.0,0.0,0.0,0,ca
3308,33670820106716ca,73.2,1.31,39.87,50.33,33ca,33ca67082ca,2017,67,62.69,0.0,0.0,0.0,0,ca
3309,33670820106716ca,72.3,0.35,37.32,53.52,33ca,33ca67082ca,2018,70,44.29,0.0,0.0,0.0,0,ca
3310,33670820106716ca,66.5,0.36,38.18,51.27,33ca,33ca67082ca,2019,72,50.0,0.0,0.0,0.0,0,ca
3311,33670820106716ca,84.3,0.38,40.84,46.18,33ca,33ca67082ca,2021,56,53.57,0.0,1.0,1.0,0,ca
3312,33670820113159ca,80.7,11.31,60.49,20.92,33ca,33ca67082ca,2015,378,39.0,0.0,0.0,0.0,0,ca
3313,33670820113159ca,79.4,11.05,61.08,21.56,33ca,33ca67082ca,2016,339,46.0,0.0,0.0,0.0,0,ca
3314,33670820113159ca,79.6,12.0,62.12,19.71,33ca,33ca67082ca,2017,383,48.56,0.0,0.0,0.0,0,ca
3315,33670820113159ca,79.2,10.43,65.98,17.82,33ca,33ca67082ca,2018,362,43.09,0.0,0.0,0.0,0,ca
3316,33670820113159ca,85.7,10.83,66.73,17.18,33ca,33ca67082ca,2019,353,30.31,0.0,0.0,0.0,0,ca
3317,33670820113159ca,89.1,9.07,70.49,14.9,33ca,33ca67082ca,2021,233,41.63,0.0,1.0,1.0,0,ca
3318,33670823330065ca,81.9,12.08,53.75,27.5,33ca,33ca67082ca,2015,207,13.0,0.0,0.0,0.0,0,ca
3319,33670823330065ca,85.3,14.86,54.29,24.57,33ca,33ca67082ca,2016,149,14.0,0.0,0.0,0.0,0,ca
3320,33670823330065ca,84.9,16.97,58.61,18.77,33ca,33ca67082ca,2017,154,14.94,0.0,0.0,0.0,0,ca
3321,33670823330065ca,86.2,12.58,64.11,18.4,33ca,33ca67082ca,2018,129,9.3,0.0,0.0,0.0,0,ca
3322,33670823330065ca,89.4,13.98,62.31,16.72,33ca,33ca67082ca,2019,161,14.29,0.0,0.0,0.0,0,ca
3323,33670823330065ca,90.7,15.38,62.59,17.83,33ca,33ca67082ca,2021,77,10.39,0.0,1.0,1.0,0,ca
3324,33670823330537ca,80.9,11.3,56.65,24.31,33ca,33ca67082ca,2015,353,56.0,0.0,0.0,0.0,0,ca
3325,33670823330537ca,81.4,9.01,58.83,24.42,33ca,33ca67082ca,2016,384,61.0,0.0,0.0,0.0,0,ca
3326,33670823330537ca,81.9,9.49,60.68,21.64,33ca,33ca67082ca,2017,362,58.84,0.0,0.0,0.0,0,ca
3327,33670823330537ca,84.5,8.89,63.08,20.17,33ca,33ca67082ca,2018,394,52.54,0.0,0.0,0.0,0,ca
3328,33670823330537ca,88.1,9.57,63.33,19.03,33ca,33ca67082ca,2019,367,51.23,0.0,0.0,0.0,0,ca
3329,33670823330537ca,89.2,11.23,66.26,14.58,33ca,33ca67082ca,2021,277,40.07,0.0,1.0,1.0,0,ca
3330,33670823332673ca,67.6,5.53,44.26,43.62,33ca,33ca67082ca,2015,511,51.0,0.0,0.0,0.0,0,ca
3331,33670823332673ca,68.5,5.87,46.94,40.55,33ca,33ca67082ca,2016,495,67.0,0.0,0.0,0.0,0,ca
3332,33670823332673ca,67.6,5.92,47.85,39.38,33ca,33ca67082ca,2017,526,55.89,0.0,0.0,0.0,0,ca
3333,33670823332673ca,69.2,6.01,50.75,36.6,33ca,33ca67082ca,2018,531,58.38,0.0,0.0,0.0,0,ca
3334,33670823332673ca,69.5,5.54,53.44,34.39,33ca,33ca67082ca,2019,546,55.68,0.0,0.0,0.0,0,ca
3335,33670823332673ca,79.3,5.65,59.16,28.92,33ca,33ca67082ca,2021,380,45.53,0.0,1.0,1.0,0,ca
3336,33671243330438ca,72.3,17.27,64.11,10.65,33ca,33ca67124ca,2015,576,47.0,0.0,0.0,0.0,0,ca
3337,33671243330438ca,71.4,15.38,66.43,10.75,33ca,33ca67124ca,2016,577,51.0,0.0,0.0,0.0,0,ca
3338,33671243330438ca,72.1,14.98,66.12,10.76,33ca,33ca67124ca,2017,596,57.89,0.0,0.0,0.0,0,ca
3339,33671243330438ca,72.2,14.99,66.64,10.5,33ca,33ca67124ca,2018,554,52.89,0.0,0.0,0.0,0,ca
3340,33671243330438ca,69.9,13.14,69.45,10.26,33ca,33ca67124ca,2019,540,52.41,0.0,0.0,0.0,0,ca
3341,33671243330438ca,54.4,12.99,70.13,8.61,33ca,33ca67124ca,2021,25,80.0,0.0,1.0,1.0,0,ca
3342,33671573331014ca,65.7,4.55,71.55,18.18,33ca,33ca67157ca,2015,134,84.0,0.0,0.0,0.0,1,ca
3343,33671573331014ca,68.5,3.83,72.0,17.17,33ca,33ca67157ca,2016,123,85.0,0.0,0.0,0.0,1,ca
3344,33671573331014ca,63.7,2.88,74.52,15.87,33ca,33ca67157ca,2017,160,88.75,0.0,0.0,0.0,1,ca
3345,33671573331014ca,65.6,3.13,73.71,15.02,33ca,33ca67157ca,2018,162,74.69,0.0,0.0,0.0,1,ca
3346,33671573331014ca,64.0,2.69,76.9,12.18,33ca,33ca67157ca,2019,142,77.46,0.0,0.0,0.0,1,ca
3347,33671573331014ca,67.5,3.29,81.14,10.63,33ca,33ca67157ca,2021,153,74.51,0.27,0.73,0.86,1,ca
3348,33671730127316ca,76.6,3.34,71.74,18.81,33ca,33ca67173ca,2015,245,54.0,0.0,0.0,0.0,0,ca
3349,33671730127316ca,68.0,3.19,70.95,18.45,33ca,33ca67173ca,2016,411,46.0,0.0,0.0,0.0,0,ca
3350,33671730127316ca,69.2,2.89,71.82,17.46,33ca,33ca67173ca,2017,369,66.94,0.0,0.0,0.0,0,ca
3351,33671730127316ca,75.5,3.59,72.12,16.36,33ca,33ca67173ca,2018,324,35.49,0.0,0.0,0.0,0,ca
3352,33671730127316ca,77.2,3.06,73.57,15.54,33ca,33ca67173ca,2019,373,51.74,0.0,0.0,0.0,0,ca
3353,33671730127316ca,94.0,3.16,77.47,13.24,33ca,33ca67173ca,2021,311,38.26,0.0,0.91,0.91,0,ca
3354,33671733330578ca,88.7,2.82,85.23,7.12,33ca,33ca67173ca,2015,413,55.0,0.0,0.0,0.0,0,ca
3355,33671733330578ca,83.3,2.83,87.37,5.3,33ca,33ca67173ca,2016,288,61.0,0.0,0.0,0.0,0,ca
3356,33671733330578ca,84.3,3.25,87.19,5.29,33ca,33ca67173ca,2017,335,69.85,0.0,0.0,0.0,0,ca
3357,33671733330578ca,87.2,2.84,87.89,4.57,33ca,33ca67173ca,2018,341,66.57,0.0,0.0,0.0,0,ca
3358,33671733330578ca,88.0,2.59,87.83,5.18,33ca,33ca67173ca,2019,374,58.29,0.0,0.0,0.0,0,ca
3359,33671733330578ca,95.9,2.86,87.55,5.6,33ca,33ca67173ca,2021,302,61.26,0.0,0.91,0.91,0,ca
3360,33671733330818ca,94.1,8.22,75.41,13.22,33ca,33ca67173ca,2015,389,43.0,0.0,0.0,0.0,0,ca
3361,33671733330818ca,89.4,8.11,76.25,12.57,33ca,33ca67173ca,2016,332,52.0,0.0,0.0,0.0,0,ca
3362,33671733330818ca,88.5,6.46,78.17,12.69,33ca,33ca67173ca,2017,373,53.62,0.0,0.0,0.0,0,ca
3363,33671733330818ca,93.0,6.56,79.33,11.56,33ca,33ca67173ca,2018,384,46.35,0.0,0.0,0.0,0,ca
3364,33671733330818ca,85.6,6.61,79.21,10.96,33ca,33ca67173ca,2019,319,35.74,0.0,0.0,0.0,0,ca
3365,33671733330818ca,97.1,6.51,79.88,9.92,33ca,33ca67173ca,2021,175,50.29,0.0,0.91,0.91,0,ca
3366,33671733331121ca,91.9,6.41,79.41,11.21,33ca,33ca67173ca,2015,215,11.0,0.0,0.0,0.0,0,ca
3367,33671733331121ca,84.9,5.83,81.82,9.32,33ca,33ca67173ca,2016,169,9.0,0.0,0.0,0.0,0,ca
3368,33671733331121ca,82.8,6.51,82.09,7.67,33ca,33ca67173ca,2017,231,10.39,0.0,0.0,0.0,0,ca
3369,33671733331121ca,88.3,4.69,83.57,7.28,33ca,33ca67173ca,2018,176,9.66,0.0,0.0,0.0,0,ca
3370,33671733331121ca,92.4,4.67,81.33,8.67,33ca,33ca67173ca,2019,232,27.59,0.0,0.0,0.0,0,ca
3371,33671733331121ca,97.2,5.17,83.74,6.9,33ca,33ca67173ca,2021,152,17.11,0.0,0.91,0.91,0,ca
3372,33671733335130ca,76.4,8.14,55.95,25.53,33ca,33ca67173ca,2015,418,50.0,0.0,0.0,0.0,0,ca
3373,33671733335130ca,68.7,8.94,58.49,23.0,33ca,33ca67173ca,2016,370,55.0,0.0,0.0,0.0,0,ca
3374,33671733335130ca,71.3,8.2,60.14,21.41,33ca,33ca67173ca,2017,388,63.14,0.0,0.0,0.0,0,ca
3375,33671733335130ca,76.7,8.43,60.57,20.63,33ca,33ca67173ca,2018,416,57.45,0.0,0.0,0.0,0,ca
3376,33671733335130ca,80.2,7.9,61.9,19.59,33ca,33ca67173ca,2019,348,61.21,0.0,0.0,0.0,0,ca
3377,33671733335130ca,94.8,6.8,67.97,15.36,33ca,33ca67173ca,2021,328,51.22,0.0,0.91,0.91,0,ca
3378,33672070101170ca,86.2,6.3,84.0,5.37,33ca,33ca67207ca,2015,118,71.0,0.0,0.0,0.0,1,ca
3379,33672070101170ca,87.1,6.82,84.25,4.03,33ca,33ca67207ca,2016,112,76.0,0.0,0.0,0.0,1,ca
3380,33672070101170ca,87.4,6.44,85.21,3.36,33ca,33ca67207ca,2017,106,83.96,0.0,0.0,0.0,1,ca
3381,33672070101170ca,86.2,6.39,85.64,2.75,33ca,33ca67207ca,2018,120,60.0,0.0,0.0,0.0,1,ca
3382,33672070101170ca,85.0,5.05,87.51,2.86,33ca,33ca67207ca,2019,120,77.5,0.0,0.0,0.0,1,ca
3383,33672070101170ca,91.4,3.15,89.29,3.25,33ca,33ca67207ca,2021,90,54.44,0.27,0.73,0.86,1,ca
3384,33672070113191ca,67.2,6.66,63.1,21.37,33ca,33ca67207ca,2015,634,52.0,0.0,0.0,0.0,0,ca
3385,33672070113191ca,69.8,6.33,64.24,20.37,33ca,33ca67207ca,2016,589,49.0,0.0,0.0,0.0,0,ca
3386,33672070113191ca,69.2,6.01,66.75,18.39,33ca,33ca67207ca,2017,641,55.69,0.0,0.0,0.0,0,ca
3387,33672070113191ca,72.6,5.62,67.71,17.38,33ca,33ca67207ca,2018,621,40.58,0.0,0.0,0.0,0,ca
3388,33672070113191ca,67.0,5.46,68.07,16.87,33ca,33ca67207ca,2019,653,52.53,0.0,0.0,0.0,0,ca
3389,33672070113191ca,69.3,5.94,67.47,16.73,33ca,33ca67207ca,2021,489,57.06,0.27,0.73,0.86,0,ca
